#a_0,M_0,emax,emin,tcol
4.180,026,0.33310,0.00002,100000.00000
4.180,028,0.33310,0.00001,100000.00000
4.180,024,0.33310,0.00004,100000.00000
4.180,022,0.33309,0.00007,100000.00000
4.180,030,0.33311,0.00003,100000.00000
4.180,032,0.33311,0.00005,100000.00000
4.180,034,0.33312,0.00002,100000.00000
4.180,036,0.33313,0.00001,100000.00000
4.180,038,0.33313,0.00003,100000.00000
4.180,040,0.33314,0.00002,100000.00000
4.180,042,0.33314,0.00003,100000.00000
4.180,044,0.33315,0.00003,100000.00000
4.180,048,0.33316,0.00005,100000.00000
4.180,046,0.33316,0.00005,100000.00000
4.180,050,0.33316,0.00004,100000.00000
4.180,052,0.33317,0.00004,100000.00000
4.180,054,0.33318,0.00006,100000.00000
4.180,056,0.33318,0.00005,100000.00000
4.180,058,0.33319,0.00006,100000.00000
4.180,060,0.33319,0.00004,100000.00000
4.180,062,0.33320,0.00003,100000.00000
4.180,064,0.33320,0.00005,100000.00000
4.180,066,0.33321,0.00003,100000.00000
4.180,068,0.33322,0.00003,100000.00000
4.180,070,0.33322,0.00005,100000.00000
4.180,072,0.33323,0.00007,100000.00000
4.180,074,0.33323,0.00004,100000.00000
4.180,078,0.33323,0.00005,100000.00000
4.180,076,0.33323,0.00003,100000.00000
4.180,080,0.33324,0.00006,100000.00000
4.180,082,0.33324,0.00007,100000.00000
4.180,084,0.33325,0.00005,100000.00000
4.180,086,0.33324,0.00004,100000.00000
4.180,088,0.33324,0.00004,100000.00000
4.180,090,0.33325,0.00004,100000.00000
4.180,096,0.33325,0.00002,100000.00000
4.180,092,0.33325,0.00006,100000.00000
4.180,094,0.33324,0.00006,100000.00000
4.180,098,0.33324,0.00001,100000.00000
4.180,100,0.33325,0.00003,100000.00000
4.180,102,0.33324,0.00004,100000.00000
4.180,106,0.33323,0.00003,100000.00000
4.180,104,0.33324,0.00002,100000.00000
4.180,108,0.33323,0.00001,100000.00000
4.180,110,0.33323,0.00003,100000.00000
4.180,112,0.33322,0.00005,100000.00000
4.180,114,0.33322,0.00005,100000.00000
4.180,116,0.33322,0.00003,100000.00000
4.180,118,0.33321,0.00003,100000.00000
4.180,120,0.33321,0.00005,100000.00000
4.180,122,0.33321,0.00004,100000.00000
4.180,124,0.33320,0.00003,100000.00000
4.180,126,0.33319,0.00003,100000.00000
4.180,128,0.33318,0.00001,100000.00000
4.180,130,0.33318,0.00003,100000.00000
4.180,132,0.33317,0.00005,100000.00000
4.180,134,0.33317,0.00007,100000.00000
4.180,136,0.33316,0.00004,100000.00000
4.180,138,0.33315,0.00003,100000.00000
4.180,140,0.33314,0.00002,100000.00000
4.180,142,0.33314,0.00002,100000.00000
4.180,146,0.33312,0.00002,100000.00000
4.180,144,0.33313,0.00004,100000.00000
4.180,148,0.33311,0.00002,100000.00000
4.180,150,0.33311,0.00005,100000.00000
4.180,152,0.33310,0.00004,100000.00000
4.180,154,0.33310,0.00003,100000.00000
4.180,156,0.33309,0.00003,100000.00000
4.180,158,0.33309,0.00004,100000.00000
4.180,160,0.33308,0.00004,100000.00000
4.180,162,0.33308,0.00005,100000.00000
4.180,166,0.33307,0.00004,100000.00000
4.180,164,0.33307,0.00006,100000.00000
4.180,168,0.33307,0.00001,100000.00000
4.180,170,0.33307,0.00002,100000.00000
4.180,172,0.33306,0.00002,100000.00000
4.180,174,0.33306,0.00001,100000.00000
4.180,176,0.33306,0.00003,100000.00000
4.180,178,0.33305,0.00004,100000.00000
4.190,002,0.33253,0.00003,100000.00000
4.190,000,0.33252,0.00002,100000.00000
4.190,004,0.33253,0.00005,100000.00000
4.180,180,0.33305,0.00006,100000.00000
4.190,006,0.33252,0.00003,100000.00000
4.190,008,0.33254,0.00003,100000.00000
4.190,010,0.33253,0.00004,100000.00000
4.190,012,0.33253,0.00005,100000.00000
4.190,014,0.33253,0.00003,100000.00000
4.190,016,0.33255,0.00004,100000.00000
4.190,018,0.33254,0.00003,100000.00000
4.190,020,0.33255,0.00002,100000.00000
4.190,022,0.33255,0.00003,100000.00000
4.190,024,0.33256,0.00004,100000.00000
4.190,026,0.33257,0.00006,100000.00000
4.190,028,0.33257,0.00005,100000.00000
4.190,030,0.33257,0.00005,100000.00000
4.190,032,0.33258,0.00004,100000.00000
4.190,034,0.33259,0.00005,100000.00000
4.190,036,0.33259,0.00005,100000.00000
4.190,040,0.33260,0.00006,100000.00000
4.190,038,0.33259,0.00005,100000.00000
4.190,042,0.33261,0.00005,100000.00000
4.190,044,0.33262,0.00005,100000.00000
4.190,046,0.33261,0.00003,100000.00000
4.190,048,0.33263,0.00000,100000.00000
4.190,050,0.33263,0.00003,100000.00000
4.190,052,0.33263,0.00005,100000.00000
4.190,054,0.33264,0.00005,100000.00000
4.190,056,0.33265,0.00002,100000.00000
4.190,058,0.33266,0.00002,100000.00000
4.190,060,0.33266,0.00001,100000.00000
4.190,062,0.33266,0.00004,100000.00000
4.190,066,0.33267,0.00005,100000.00000
4.190,064,0.33267,0.00003,100000.00000
4.190,068,0.33268,0.00006,100000.00000
4.190,070,0.33268,0.00005,100000.00000
4.190,072,0.33269,0.00002,100000.00000
4.190,074,0.33269,0.00001,100000.00000
4.190,076,0.33270,0.00004,100000.00000
4.190,078,0.33270,0.00005,100000.00000
4.190,082,0.33270,0.00001,100000.00000
4.190,080,0.33270,0.00002,100000.00000
4.190,084,0.33271,0.00002,100000.00000
4.190,086,0.33271,0.00003,100000.00000
4.190,088,0.33271,0.00003,100000.00000
4.190,090,0.33271,0.00005,100000.00000
4.190,092,0.33271,0.00004,100000.00000
4.190,094,0.33271,0.00002,100000.00000
4.190,096,0.33271,0.00003,100000.00000
4.190,098,0.33270,0.00007,100000.00000
4.190,100,0.33271,0.00007,100000.00000
4.190,102,0.33271,0.00005,100000.00000
4.190,104,0.33270,0.00004,100000.00000
4.190,106,0.33269,0.00006,100000.00000
4.190,108,0.33270,0.00004,100000.00000
4.190,110,0.33270,0.00005,100000.00000
4.190,112,0.33268,0.00003,100000.00000
4.190,114,0.33269,0.00001,100000.00000
4.190,116,0.33268,0.00004,100000.00000
4.190,118,0.33267,0.00006,100000.00000
4.190,122,0.33267,0.00003,100000.00000
4.190,124,0.33266,0.00004,100000.00000
4.190,120,0.33267,0.00003,100000.00000
4.190,126,0.33265,0.00005,100000.00000
4.190,128,0.33265,0.00004,100000.00000
4.190,130,0.33264,0.00005,100000.00000
4.190,132,0.33264,0.00005,100000.00000
4.190,134,0.33262,0.00002,100000.00000
4.190,136,0.33261,0.00001,100000.00000
4.190,138,0.33261,0.00003,100000.00000
4.190,140,0.33261,0.00006,100000.00000
4.190,142,0.33259,0.00004,100000.00000
4.190,146,0.33258,0.00004,100000.00000
4.190,144,0.33260,0.00002,100000.00000
4.190,150,0.33258,0.00003,100000.00000
4.190,148,0.33258,0.00004,100000.00000
4.190,152,0.33256,0.00003,100000.00000
4.190,154,0.33257,0.00004,100000.00000
4.190,156,0.33256,0.00006,100000.00000
4.190,158,0.33255,0.00006,100000.00000
4.190,162,0.33254,0.00003,100000.00000
4.190,164,0.33254,0.00004,100000.00000
4.190,160,0.33255,0.00004,100000.00000
4.190,166,0.33254,0.00004,100000.00000
4.190,168,0.33253,0.00005,100000.00000
4.190,170,0.33253,0.00006,100000.00000
4.190,172,0.33252,0.00005,100000.00000
4.190,174,0.33252,0.00002,100000.00000
4.190,176,0.33251,0.00002,100000.00000
4.190,178,0.33252,0.00003,100000.00000
4.190,180,0.33252,0.00001,100000.00000
4.200,000,0.33201,0.00004,100000.00000
4.200,002,0.33201,0.00003,100000.00000
4.200,004,0.33201,0.00000,100000.00000
4.200,006,0.33202,0.00003,100000.00000
4.200,010,0.33202,0.00006,100000.00000
4.200,008,0.33202,0.00006,100000.00000
4.200,012,0.33202,0.00004,100000.00000
4.200,016,0.33203,0.00004,100000.00000
4.200,014,0.33202,0.00003,100000.00000
4.200,018,0.33203,0.00005,100000.00000
4.200,020,0.33203,0.00003,100000.00000
4.200,022,0.33203,0.00004,100000.00000
4.200,024,0.33204,0.00005,100000.00000
4.200,026,0.33205,0.00002,100000.00000
4.200,028,0.33205,0.00001,100000.00000
4.200,030,0.33205,0.00003,100000.00000
4.200,032,0.33206,0.00006,100000.00000
4.200,036,0.33207,0.00001,100000.00000
4.200,034,0.33207,0.00003,100000.00000
4.200,038,0.33207,0.00002,100000.00000
4.200,040,0.33208,0.00000,100000.00000
4.200,042,0.33209,0.00002,100000.00000
4.200,044,0.33209,0.00000,100000.00000
4.200,048,0.33210,0.00006,100000.00000
4.200,046,0.33210,0.00003,100000.00000
4.200,050,0.33211,0.00005,100000.00000
4.200,052,0.33212,0.00006,100000.00000
4.200,054,0.33212,0.00004,100000.00000
4.200,056,0.33213,0.00004,100000.00000
4.200,058,0.33213,0.00005,100000.00000
4.200,060,0.33214,0.00006,100000.00000
4.200,062,0.33214,0.00003,100000.00000
4.200,064,0.33215,0.00002,100000.00000
4.200,066,0.33215,0.00002,100000.00000
4.200,068,0.33216,0.00003,100000.00000
4.200,070,0.33216,0.00000,100000.00000
4.200,072,0.33217,0.00004,100000.00000
4.200,074,0.33217,0.00004,100000.00000
4.200,076,0.33218,0.00004,100000.00000
4.200,078,0.33218,0.00004,100000.00000
4.200,080,0.33218,0.00004,100000.00000
4.200,086,0.33219,0.00004,100000.00000
4.200,084,0.33219,0.00007,100000.00000
4.200,088,0.33219,0.00004,100000.00000
4.200,082,0.33219,0.00007,100000.00000
4.200,090,0.33219,0.00005,100000.00000
4.200,092,0.33219,0.00002,100000.00000
4.200,094,0.33219,0.00003,100000.00000
4.200,096,0.33219,0.00003,100000.00000
4.200,098,0.33219,0.00001,100000.00000
4.200,100,0.33218,0.00004,100000.00000
4.200,102,0.33219,0.00006,100000.00000
4.200,104,0.33218,0.00003,100000.00000
4.200,106,0.33218,0.00003,100000.00000
4.200,108,0.33217,0.00002,100000.00000
4.200,110,0.33218,0.00002,100000.00000
4.200,114,0.33217,0.00005,100000.00000
4.200,112,0.33217,0.00003,100000.00000
4.200,116,0.33216,0.00004,100000.00000
4.200,118,0.33216,0.00004,100000.00000
4.200,120,0.33216,0.00005,100000.00000
4.200,124,0.33214,0.00004,100000.00000
4.200,126,0.33214,0.00005,100000.00000
4.200,122,0.33214,0.00005,100000.00000
4.200,130,0.33213,0.00002,100000.00000
4.200,128,0.33213,0.00003,100000.00000
4.200,132,0.33212,0.00003,100000.00000
4.200,134,0.33211,0.00005,100000.00000
4.200,136,0.33210,0.00006,100000.00000
4.200,138,0.33210,0.00005,100000.00000
4.200,140,0.33208,0.00004,100000.00000
4.200,142,0.33209,0.00003,100000.00000
4.200,144,0.33207,0.00004,100000.00000
4.200,146,0.33207,0.00003,100000.00000
4.200,148,0.33206,0.00003,100000.00000
4.200,150,0.33206,0.00005,100000.00000
4.200,152,0.33205,0.00007,100000.00000
4.200,156,0.33204,0.00005,100000.00000
4.200,154,0.33205,0.00007,100000.00000
4.200,158,0.33204,0.00004,100000.00000
4.200,160,0.33203,0.00003,100000.00000
4.200,162,0.33202,0.00003,100000.00000
4.200,164,0.33201,0.00004,100000.00000
4.200,168,0.33202,0.00002,100000.00000
4.200,166,0.33201,0.00004,100000.00000
4.200,170,0.33201,0.00002,100000.00000
4.200,172,0.33199,0.00003,100000.00000
4.200,174,0.33199,0.00003,100000.00000
4.200,176,0.33201,0.00005,100000.00000
4.200,178,0.33200,0.00006,100000.00000
4.200,180,0.33199,0.00003,100000.00000
4.210,000,0.33150,0.00004,100000.00000
4.210,002,0.33150,0.00001,100000.00000
4.210,004,0.33150,0.00004,100000.00000
4.210,006,0.33150,0.00003,100000.00000
4.210,008,0.33150,0.00003,100000.00000
4.210,010,0.33151,0.00005,100000.00000
4.210,012,0.33151,0.00006,100000.00000
4.210,014,0.33151,0.00004,100000.00000
4.210,016,0.33151,0.00004,100000.00000
4.210,018,0.33152,0.00004,100000.00000
4.210,020,0.33152,0.00003,100000.00000
4.210,022,0.33152,0.00001,100000.00000
4.210,024,0.33153,0.00002,100000.00000
4.210,026,0.33153,0.00005,100000.00000
4.210,028,0.33154,0.00007,100000.00000
4.210,030,0.33154,0.00007,100000.00000
4.210,032,0.33155,0.00005,100000.00000
4.210,034,0.33156,0.00005,100000.00000
4.210,036,0.33155,0.00005,100000.00000
4.210,038,0.33156,0.00006,100000.00000
4.210,040,0.33157,0.00006,100000.00000
4.210,042,0.33158,0.00004,100000.00000
4.210,044,0.33158,0.00004,100000.00000
4.210,046,0.33159,0.00003,100000.00000
4.210,048,0.33160,0.00002,100000.00000
4.210,050,0.33160,0.00003,100000.00000
4.210,052,0.33161,0.00004,100000.00000
4.210,054,0.33161,0.00005,100000.00000
4.210,056,0.33162,0.00002,100000.00000
4.210,058,0.33162,0.00003,100000.00000
4.210,060,0.33163,0.00003,100000.00000
4.210,064,0.33164,0.00005,100000.00000
4.210,066,0.33165,0.00006,100000.00000
4.210,062,0.33164,0.00005,100000.00000
4.210,070,0.33165,0.00005,100000.00000
4.210,068,0.33165,0.00007,100000.00000
4.210,072,0.33166,0.00002,100000.00000
4.210,074,0.33166,0.00003,100000.00000
4.210,076,0.33166,0.00003,100000.00000
4.210,078,0.33167,0.00004,100000.00000
4.210,080,0.33167,0.00002,100000.00000
4.210,082,0.33167,0.00001,100000.00000
4.210,084,0.33167,0.00003,100000.00000
4.210,086,0.33168,0.00006,100000.00000
4.210,088,0.33167,0.00004,100000.00000
4.210,090,0.33168,0.00005,100000.00000
4.210,092,0.33168,0.00004,100000.00000
4.210,094,0.33168,0.00003,100000.00000
4.210,096,0.33168,0.00004,100000.00000
4.210,098,0.33168,0.00007,100000.00000
4.210,100,0.33167,0.00006,100000.00000
4.210,102,0.33167,0.00003,100000.00000
4.210,104,0.33167,0.00003,100000.00000
4.210,106,0.33166,0.00006,100000.00000
4.210,110,0.33166,0.00004,100000.00000
4.210,108,0.33166,0.00006,100000.00000
4.210,112,0.33166,0.00004,100000.00000
4.210,114,0.33165,0.00002,100000.00000
4.210,116,0.33165,0.00004,100000.00000
4.210,120,0.33164,0.00004,100000.00000
4.210,118,0.33165,0.00005,100000.00000
4.210,122,0.33163,0.00002,100000.00000
4.210,124,0.33163,0.00002,100000.00000
4.210,126,0.33162,0.00005,100000.00000
4.210,128,0.33162,0.00003,100000.00000
4.210,130,0.33161,0.00003,100000.00000
4.210,132,0.33161,0.00005,100000.00000
4.210,134,0.33160,0.00003,100000.00000
4.210,138,0.33159,0.00002,100000.00000
4.210,136,0.33159,0.00000,100000.00000
4.210,140,0.33158,0.00005,100000.00000
4.210,142,0.33157,0.00004,100000.00000
4.210,144,0.33156,0.00001,100000.00000
4.210,146,0.33156,0.00002,100000.00000
4.210,148,0.33155,0.00003,100000.00000
4.210,150,0.33155,0.00002,100000.00000
4.210,152,0.33153,0.00003,100000.00000
4.210,154,0.33154,0.00003,100000.00000
4.210,156,0.33153,0.00004,100000.00000
4.210,158,0.33152,0.00006,100000.00000
4.210,160,0.33152,0.00005,100000.00000
4.210,162,0.33151,0.00004,100000.00000
4.210,164,0.33151,0.00006,100000.00000
4.210,166,0.33151,0.00006,100000.00000
4.210,168,0.33150,0.00005,100000.00000
4.210,170,0.33150,0.00005,100000.00000
4.210,172,0.33149,0.00006,100000.00000
4.210,174,0.33150,0.00003,100000.00000
4.210,176,0.33150,0.00001,100000.00000
4.210,178,0.33149,0.00003,100000.00000
4.210,180,0.33150,0.00002,100000.00000
4.220,000,0.33095,0.00005,100000.00000
4.220,002,0.33093,0.00004,100000.00000
4.220,004,0.33093,0.00003,100000.00000
4.220,006,0.33093,0.00004,100000.00000
4.220,008,0.33095,0.00005,100000.00000
4.220,010,0.33094,0.00006,100000.00000
4.220,014,0.33091,0.00001,100000.00000
4.220,016,0.33091,0.00003,100000.00000
4.220,018,0.33094,0.00006,100000.00000
4.220,020,0.33094,0.00004,100000.00000
4.220,012,0.33092,0.00003,100000.00000
4.220,022,0.33093,0.00002,100000.00000
4.220,024,0.33093,0.00004,100000.00000
4.220,026,0.33096,0.00003,100000.00000
4.220,028,0.33095,0.00002,100000.00000
4.220,030,0.33100,0.00003,100000.00000
4.220,032,0.33098,0.00006,100000.00000
4.220,034,0.33099,0.00004,100000.00000
4.220,036,0.33104,0.00001,100000.00000
4.220,038,0.33103,0.00003,100000.00000
4.220,040,0.33108,0.00002,100000.00000
4.220,042,0.33108,0.00003,100000.00000
4.220,044,0.33108,0.00002,100000.00000
4.220,046,0.33109,0.00003,100000.00000
4.220,048,0.33105,0.00006,100000.00000
4.220,050,0.33114,0.00006,100000.00000
4.220,054,0.33107,0.00002,100000.00000
4.220,052,0.33106,0.00004,100000.00000
4.220,056,0.33115,0.00003,100000.00000
4.220,058,0.33110,0.00005,100000.00000
4.220,060,0.33114,0.00007,100000.00000
4.220,062,0.33110,0.00004,100000.00000
4.220,064,0.33112,0.00002,100000.00000
4.220,066,0.33114,0.00001,100000.00000
4.220,068,0.33116,0.00003,100000.00000
4.220,070,0.33116,0.00003,100000.00000
4.220,072,0.33117,0.00003,100000.00000
4.220,076,0.33115,0.00004,100000.00000
4.220,074,0.33117,0.00005,100000.00000
4.220,078,0.33117,0.00000,100000.00000
4.220,080,0.33117,0.00003,100000.00000
4.220,082,0.33119,0.00007,100000.00000
4.220,086,0.33115,0.00003,100000.00000
4.220,084,0.33116,0.00006,100000.00000
4.220,088,0.33119,0.00002,100000.00000
4.220,090,0.33116,0.00004,100000.00000
4.220,092,0.33118,0.00005,100000.00000
4.220,094,0.33117,0.00002,100000.00000
4.220,096,0.33117,0.00002,100000.00000
4.220,098,0.33118,0.00002,100000.00000
4.220,100,0.33118,0.00001,100000.00000
4.220,102,0.33117,0.00003,100000.00000
4.220,104,0.33119,0.00003,100000.00000
4.220,106,0.33118,0.00003,100000.00000
4.220,108,0.33118,0.00003,100000.00000
4.220,110,0.33113,0.00005,100000.00000
4.220,112,0.33118,0.00003,100000.00000
4.220,114,0.33115,0.00005,100000.00000
4.220,116,0.33115,0.00004,100000.00000
4.220,118,0.33115,0.00002,100000.00000
4.220,122,0.33112,0.00007,100000.00000
4.220,120,0.33116,0.00003,100000.00000
4.220,124,0.33111,0.00005,100000.00000
4.220,126,0.33109,0.00006,100000.00000
4.220,128,0.33107,0.00005,100000.00000
4.220,130,0.33111,0.00002,100000.00000
4.220,132,0.33106,0.00001,100000.00000
4.220,134,0.33109,0.00004,100000.00000
4.220,136,0.33107,0.00007,100000.00000
4.220,138,0.33109,0.00006,100000.00000
4.220,140,0.33105,0.00007,100000.00000
4.220,142,0.33101,0.00006,100000.00000
4.220,144,0.33102,0.00005,100000.00000
4.220,146,0.33099,0.00004,100000.00000
4.220,148,0.33097,0.00004,100000.00000
4.220,150,0.33096,0.00006,100000.00000
4.220,152,0.33100,0.00007,100000.00000
4.220,156,0.33100,0.00005,100000.00000
4.220,158,0.33099,0.00003,100000.00000
4.220,154,0.33100,0.00007,100000.00000
4.220,162,0.33106,0.00002,100000.00000
4.220,160,0.33101,0.00001,100000.00000
4.220,164,0.33104,0.00004,100000.00000
4.220,166,0.33103,0.00005,100000.00000
4.220,168,0.33102,0.00003,100000.00000
4.220,170,0.33102,0.00003,100000.00000
4.220,178,0.33107,0.00007,100000.00000
4.220,174,0.33103,0.00005,100000.00000
4.220,172,0.33103,0.00005,100000.00000
4.220,180,0.33100,0.00004,100000.00000
4.220,176,0.33102,0.00006,100000.00000
4.230,000,0.33051,0.00006,100000.00000
4.230,002,0.33051,0.00003,100000.00000
4.230,004,0.33051,0.00003,100000.00000
4.230,006,0.33052,0.00003,100000.00000
4.230,008,0.33052,0.00003,100000.00000
4.230,010,0.33052,0.00001,100000.00000
4.230,012,0.33052,0.00004,100000.00000
4.230,014,0.33052,0.00005,100000.00000
4.230,016,0.33052,0.00005,100000.00000
4.230,018,0.33053,0.00005,100000.00000
4.230,020,0.33053,0.00005,100000.00000
4.230,024,0.33054,0.00003,100000.00000
4.230,022,0.33054,0.00003,100000.00000
4.230,026,0.33054,0.00005,100000.00000
4.230,028,0.33055,0.00007,100000.00000
4.230,030,0.33055,0.00006,100000.00000
4.230,032,0.33056,0.00004,100000.00000
4.230,038,0.33057,0.00006,100000.00000
4.230,036,0.33056,0.00004,100000.00000
4.230,034,0.33056,0.00003,100000.00000
4.230,040,0.33057,0.00008,100000.00000
4.230,042,0.33058,0.00006,100000.00000
4.230,044,0.33059,0.00004,100000.00000
4.230,046,0.33059,0.00003,100000.00000
4.230,048,0.33060,0.00003,100000.00000
4.230,050,0.33060,0.00003,100000.00000
4.230,052,0.33061,0.00001,100000.00000
4.230,054,0.33061,0.00003,100000.00000
4.230,058,0.33062,0.00003,100000.00000
4.230,062,0.33063,0.00004,100000.00000
4.230,056,0.33062,0.00003,100000.00000
4.230,060,0.33063,0.00003,100000.00000
4.230,064,0.33063,0.00007,100000.00000
4.230,066,0.33064,0.00007,100000.00000
4.230,068,0.33065,0.00006,100000.00000
4.230,072,0.33065,0.00004,100000.00000
4.230,070,0.33065,0.00004,100000.00000
4.230,074,0.33066,0.00006,100000.00000
4.230,076,0.33066,0.00005,100000.00000
4.230,078,0.33066,0.00002,100000.00000
4.230,080,0.33067,0.00002,100000.00000
4.230,082,0.33067,0.00002,100000.00000
4.230,084,0.33067,0.00001,100000.00000
4.230,086,0.33067,0.00003,100000.00000
4.230,088,0.33067,0.00004,100000.00000
4.230,090,0.33067,0.00004,100000.00000
4.230,092,0.33068,0.00005,100000.00000
4.230,094,0.33067,0.00006,100000.00000
4.230,096,0.33068,0.00006,100000.00000
4.230,098,0.33067,0.00008,100000.00000
4.230,100,0.33067,0.00005,100000.00000
4.230,104,0.33067,0.00003,100000.00000
4.230,102,0.33067,0.00001,100000.00000
4.230,106,0.33067,0.00006,100000.00000
4.230,108,0.33066,0.00006,100000.00000
4.230,112,0.33066,0.00003,100000.00000
4.230,110,0.33066,0.00003,100000.00000
4.230,114,0.33065,0.00005,100000.00000
4.230,116,0.33065,0.00005,100000.00000
4.230,118,0.33065,0.00004,100000.00000
4.230,120,0.33064,0.00004,100000.00000
4.230,122,0.33063,0.00002,100000.00000
4.230,124,0.33063,0.00001,100000.00000
4.230,126,0.33062,0.00004,100000.00000
4.230,128,0.33062,0.00005,100000.00000
4.230,130,0.33061,0.00002,100000.00000
4.230,132,0.33061,0.00003,100000.00000
4.230,134,0.33060,0.00003,100000.00000
4.230,138,0.33058,0.00002,100000.00000
4.230,136,0.33060,0.00002,100000.00000
4.230,140,0.33058,0.00004,100000.00000
4.230,142,0.33057,0.00004,100000.00000
4.230,144,0.33057,0.00002,100000.00000
4.230,146,0.33056,0.00001,100000.00000
4.230,148,0.33056,0.00002,100000.00000
4.230,150,0.33056,0.00000,100000.00000
4.230,152,0.33055,0.00002,100000.00000
4.230,156,0.33054,0.00003,100000.00000
4.230,158,0.33053,0.00005,100000.00000
4.230,154,0.33054,0.00001,100000.00000
4.230,160,0.33053,0.00006,100000.00000
4.230,162,0.33052,0.00006,100000.00000
4.230,164,0.33052,0.00006,100000.00000
4.230,166,0.33052,0.00004,100000.00000
4.230,168,0.33052,0.00003,100000.00000
4.230,170,0.33051,0.00004,100000.00000
4.230,172,0.33051,0.00006,100000.00000
4.230,174,0.33051,0.00004,100000.00000
4.230,176,0.33051,0.00000,100000.00000
4.230,180,0.33050,0.00004,100000.00000
4.230,178,0.33051,0.00003,100000.00000
4.240,000,0.32972,0.00003,100000.00000
4.240,002,0.32972,0.00003,100000.00000
4.240,004,0.32972,0.00005,100000.00000
4.240,006,0.32971,0.00006,100000.00000
4.240,008,0.32971,0.00006,100000.00000
4.240,010,0.32970,0.00005,100000.00000
4.240,012,0.32969,0.00002,100000.00000
4.240,014,0.32968,0.00001,100000.00000
4.240,016,0.32967,0.00003,100000.00000
4.240,018,0.32965,0.00005,100000.00000
4.240,020,0.32964,0.00004,100000.00000
4.240,022,0.32962,0.00002,100000.00000
4.240,024,0.32959,0.00002,100000.00000
4.240,026,0.32956,0.00002,100000.00000
4.240,028,0.32952,0.00003,100000.00000
4.240,030,0.32947,0.00001,100000.00000
4.240,032,0.32940,0.00003,100000.00000
4.240,034,0.32932,0.00004,100000.00000
4.240,036,0.32917,0.00003,100000.00000
4.240,040,0.32891,0.00004,100000.00000
4.240,038,0.32865,0.00004,100000.00000
4.240,042,0.32868,0.00005,100000.00000
4.240,044,0.32896,0.00004,100000.00000
4.240,046,0.32908,0.00005,100000.00000
4.240,048,0.32906,0.00007,100000.00000
4.240,050,0.32924,0.00005,100000.00000
4.240,054,0.32960,0.00001,100000.00000
4.240,052,0.32940,0.00003,100000.00000
4.240,056,0.32994,0.00003,100000.00000
4.240,058,0.33015,0.00006,100000.00000
4.240,060,0.33038,0.00005,100000.00000
4.240,062,0.33061,0.00004,100000.00000
4.240,064,0.33081,0.00002,100000.00000
4.240,066,0.33107,0.00002,100000.00000
4.240,068,0.33127,0.00003,100000.00000
4.240,070,0.33148,0.00005,100000.00000
4.240,072,0.33165,0.00003,100000.00000
4.240,074,0.33179,0.00005,100000.00000
4.240,076,0.33193,0.00005,100000.00000
4.240,080,0.33215,0.00006,100000.00000
4.240,078,0.33205,0.00005,100000.00000
4.240,082,0.33223,0.00008,100000.00000
4.240,084,0.33229,0.00005,100000.00000
4.240,086,0.33234,0.00002,100000.00000
4.240,092,0.33238,0.00005,100000.00000
4.240,088,0.33238,0.00002,100000.00000
4.240,090,0.33239,0.00005,100000.00000
4.240,094,0.33237,0.00004,100000.00000
4.240,096,0.33233,0.00001,100000.00000
4.240,098,0.33227,0.00003,100000.00000
4.240,100,0.33220,0.00005,100000.00000
4.240,102,0.33209,0.00001,100000.00000
4.240,104,0.33200,0.00003,100000.00000
4.240,106,0.33188,0.00001,100000.00000
4.240,108,0.33173,0.00002,100000.00000
4.240,110,0.33156,0.00002,100000.00000
4.240,112,0.33138,0.00004,100000.00000
4.240,114,0.33117,0.00003,100000.00000
4.240,120,0.33042,0.00002,100000.00000
4.240,116,0.33094,0.00004,100000.00000
4.240,118,0.33067,0.00004,100000.00000
4.240,122,0.33022,0.00003,100000.00000
4.240,126,0.32970,0.00005,100000.00000
4.240,124,0.33001,0.00006,100000.00000
4.240,128,0.32959,0.00005,100000.00000
4.240,130,0.32927,0.00005,100000.00000
4.240,132,0.32923,0.00004,100000.00000
4.240,134,0.32892,0.00004,100000.00000
4.240,136,0.32878,0.00006,100000.00000
4.240,140,0.32891,0.00006,100000.00000
4.240,138,0.32868,0.00007,100000.00000
4.240,142,0.32867,0.00005,100000.00000
4.240,144,0.32924,0.00005,100000.00000
4.240,146,0.32937,0.00005,100000.00000
4.240,148,0.32945,0.00004,100000.00000
4.240,150,0.32951,0.00006,100000.00000
4.240,152,0.32955,0.00007,100000.00000
4.240,154,0.32959,0.00007,100000.00000
4.240,160,0.32966,0.00001,100000.00000
4.240,158,0.32964,0.00003,100000.00000
4.240,156,0.32962,0.00005,100000.00000
4.240,162,0.32968,0.00001,100000.00000
4.240,166,0.32970,0.00005,100000.00000
4.240,164,0.32969,0.00003,100000.00000
4.240,168,0.32971,0.00003,100000.00000
4.240,170,0.32972,0.00003,100000.00000
4.240,172,0.32973,0.00004,100000.00000
4.240,174,0.32973,0.00004,100000.00000
4.240,176,0.32973,0.00006,100000.00000
4.240,178,0.32973,0.00007,100000.00000
4.240,180,0.32974,0.00005,100000.00000
4.250,000,0.32957,0.00001,100000.00000
4.250,002,0.32956,0.00004,100000.00000
4.250,004,0.32957,0.00002,100000.00000
4.250,006,0.32957,0.00003,100000.00000
4.250,008,0.32957,0.00003,100000.00000
4.250,010,0.32957,0.00003,100000.00000
4.250,012,0.32957,0.00002,100000.00000
4.250,014,0.32958,0.00005,100000.00000
4.250,016,0.32958,0.00005,100000.00000
